timestamp,ssrc,burst_lost_packets,lost_packets,fraction_loss_rate,loss_rate,ext_highest_seq,rtt_ms,jitter_ms,nack_count,pli_count,rx_packets,rx_mbytes,tx_rate_mbits,rx_rate_mbits,fraction_nack_count,fraction_pli_count,Provider,gps.lat,gps.lon
2024-11-07 11:41:12.979,1,0,1950,0.0,0.0728155339805825,43629,85.6475830078125,20.7,180,5,24830,30.249658,3.21487,3.076493,0,0,Vodafone,54.34085666852941,9.943493000294117
2024-11-07 11:41:13.334,1,0,1950,0.0,0.0723911348702528,43885,78.7353515625,16.7,180,5,24987,30.439369,3.81108,3.879382,0,0,Vodafone,54.34085531117647,9.943474101764705
2024-11-07 11:41:15.037,1,0,1950,0.0,0.0706547338671691,44460,75.4547119140625,16.855555555555554,180,5,25649,31.236131,3.621078,3.55939,0,0,Vodafone,54.34084879970588,9.943383442058824
2024-11-07 11:41:15.433,1,0,1950,0.0,0.0702500180128251,44698,74.4476318359375,17.544444444444444,180,5,25808,31.42742,3.065521,3.002093,0,0,Vodafone,54.34084728558823,9.943362360882352
2024-11-07 11:41:16.944,1,0,1950,0.0,0.0687224669603524,45193,74.920654296875,20.877777777777776,180,5,26425,32.171742,3.554348,3.841251,0,0,Vodafone,54.34084150823529,9.943281922352941
2024-11-07 11:41:17.614,1,0,1950,0.0,0.0680509509684173,45587,81.6802978515625,18.822222222222223,180,5,26705,32.509033,3.941458,3.709941,0,0,Vodafone,54.34083894647059,9.943246254705882
2024-11-07 11:41:18.332,1,0,1950,0.0,0.0673621666436368,45886,76.2786865234375,20.133333333333333,180,5,26998,32.865809,4.31032,4.178274,0,0,Vodafone,54.34083620117647,9.943208031764705
2024-11-07 11:41:19.829,1,0,1950,0.0,0.0659630606860158,46402,81.1004638671875,20.655555555555555,180,5,27612,33.610291,3.680898,3.72157,0,0,Vodafone,54.34083047735294,9.943128338529412
2024-11-07 11:41:20.462,1,0,1950,0.0,0.065429654732745,46645,77.9266357421875,19.822222222222223,180,5,27853,33.902662,4.421061,4.629696,0,0,Vodafone,54.34082805705882,9.943094640588235
2024-11-07 11:41:21.639,1,0,1950,0.0,0.0644180899210465,47204,82.0159912109375,19.77777777777777,180,5,28321,34.469789,3.362078,3.574317,0,0,Vodafone,54.34082388638461,9.943031199076923
2024-11-07 11:41:23.039,1,0,1950,0.0,0.0631824514791173,47712,133.85009765625,20.188888888888886,180,5,28913,35.184182,3.670771,3.777069,0,0,Vodafone,54.340819255615386,9.942954952923078
2024-11-07 11:41:23.424,1,0,1950,0.0,0.0628545642083548,47916,78.125,18.933333333333334,180,5,29074,35.380464,3.410689,3.939266,0,0,Vodafone,54.340817982153844,9.94293398523077
2024-11-07 11:41:24.794,1,0,1950,0.0,0.0617909880220546,48473,78.948974609375,18.97777777777777,180,5,29608,36.026688,3.664675,4.273872,0,0,Vodafone,54.340813450615386,9.942859372923078
2024-11-07 11:41:25.470,1,0,1950,0.0,0.061161120346266,48700,77.7435302734375,18.31111111111111,180,5,29933,36.419969,3.966217,4.082844,0,0,Vodafone,54.340811214615385,9.942822556923078
2024-11-07 11:41:26.275,1,0,1950,0.0,0.0606117120477433,49028,77.57568359375,18.78888888888889,180,5,30222,36.767656,3.835552,3.855142,0,0,Vodafone,54.340808551923075,9.942778715384616
2024-11-07 11:41:26.937,1,0,1950,0.0,0.0599907706506691,49348,70.5718994140625,20.81111111111111,180,5,30555,37.166936,3.906031,4.126619,0,0,Vodafone,54.34080636223077,9.942742661846154
2024-11-07 11:41:28.257,1,0,1950,0.0,0.0590372388737511,49890,81.8634033203125,22.488888888888887,180,5,31080,37.803141,3.347637,3.597108,0,0,Vodafone,54.34080199607693,9.942670772615385
2024-11-07 11:41:29.844,1,0,1950,0.0,0.0579271009713929,50461,74.21875,20.944444444444446,180,5,31713,38.567447,3.576494,3.409461,0,0,Vodafone,54.34079674676923,9.942584342153847
2024-11-07 11:41:31.066,1,0,1950,0.0,0.0570909942616231,51053,76.0955810546875,20.877777777777776,180,5,32206,39.164676,3.521006,3.557225,0,0,Vodafone,54.340792704769235,9.942517790153847
2024-11-07 11:41:32.278,1,0,1950,0.0,0.0563551239812727,51532,75.897216796875,19.944444444444446,180,5,32652,39.703565,4.330716,3.973284,0,0,Vodafone,54.34078869584616,9.942451782769231
2024-11-07 11:41:32.824,1,0,1950,0.0,0.0558883379668109,51748,76.47705078125,19.444444444444446,180,5,32941,40.053257,4.293269,4.004848,0,0,Vodafone,54.34078688984616,9.94242204676923
2024-11-07 11:41:33.332,1,0,1950,0.0,0.0555650538553598,52026,76.385498046875,17.933333333333334,180,5,33144,40.297723,3.900547,3.947278,0,0,Vodafone,54.34078520953846,9.942394380307693
2024-11-07 11:41:34.175,1,0,1950,0.0,0.0550956403808662,52308,75.0579833984375,19.633333333333333,180,5,33443,40.658141,3.951701,3.923437,0,0,Vodafone,54.34078265,9.942348375
2024-11-07 11:41:35.221,1,0,1950,0.0,0.0544206296048225,52721,80.4290771484375,24.877777777777776,180,5,33882,41.18723,3.988832,4.130242,0,0,Vodafone,54.340780558,9.942291066000001
2024-11-07 11:41:36.297,1,0,1950,0.0,0.0537323303298338,53131,78.4912109375,23.91111111111111,180,5,34341,41.739153,3.429422,3.557021,0,0,Vodafone,54.340778703,9.942232665
2024-11-07 11:41:37.028,1,0,1950,0.0,0.0533223954060705,53416,78.887939453125,22.14444444444445,180,5,34620,42.077305,4.086637,3.861308,0,0,Vodafone,54.340777944,9.942192460000001
2024-11-07 11:41:38.200,1,0,1950,0.0,0.0526216369376905,53946,81.207275390625,24.05555555555556,180,5,35107,42.662652,3.839931,3.912567,0,0,Vodafone,54.3407756,9.9421284
2024-11-07 11:41:38.829,1,0,1950,0.0,0.0522704122661234,54208,78.6285400390625,22.066666666666663,180,5,35356,42.963838,3.582329,3.56924,0,0,Vodafone,54.340774342,9.942095063
2024-11-07 11:41:40.220,1,0,1950,0.0,0.0513888156854477,54767,78.6895751953125,21.25555555555556,180,5,35996,43.734943,4.370807,4.316884,0,0,Vodafone,54.34077256,9.94201934
2024-11-07 11:41:41.648,1,0,1950,0.0,0.0507033464208637,55312,83.2977294921875,18.988888888888887,180,5,36509,44.355136,3.314422,3.267514,0,0,Vodafone,54.340769704,9.941943008
2024-11-07 11:41:43.440,1,0,1950,0.0,0.049800796812749,55826,89.9200439453125,20.6,180,5,37206,45.199735,4.366228,4.278622,0,0,Vodafone,54.34076712,9.9418468
2024-11-07 11:41:43.939,1,0,1950,0.0,0.0495074642022951,56191,75.3021240234375,21.31111111111111,180,5,37438,45.481954,4.325107,4.149282,0,0,Vodafone,54.340766122000005,9.941819355
2024-11-07 11:41:44.464,1,0,1950,0.0,0.0492685515045857,56462,124.81689453125,21.11111111111111,180,5,37629,45.712313,3.713071,3.90148,0,0,Vodafone,54.340765072,9.94179048
2024-11-07 11:41:45.605,1,0,1950,0.0,0.0486296416369485,56953,78.5369873046875,20.3,180,5,38149,46.339309,3.168674,3.408805,0,0,Vodafone,54.340763395,9.941727725
2024-11-07 11:41:46.653,1,0,1950,0.0,0.0481338862559241,57404,77.667236328125,19.64444444444444,180,5,38562,46.836522,3.782397,3.633493,0,0,Vodafone,54.340761694,9.941670085
2024-11-07 11:41:48.264,1,0,1950,0.0,0.0474325606285422,57970,83.526611328125,19.81111111111112,180,5,39161,47.56061,3.497354,3.582761,0,0,Vodafone,54.340758736,9.941582008000001
2024-11-07 11:41:49.016,1,0,1950,0.0,0.0470174084968896,58358,83.3892822265625,20.95555555555556,180,5,39524,48.002069,3.14511,3.11902,0,0,Vodafone,54.340758,9.94154212
2024-11-07 11:41:50.249,1,0,1950,0.0,0.0464064731080437,58852,126.495361328125,21.68888888888889,180,5,40070,48.663911,2.872394,3.088584,0,0,Vodafone,54.340758,9.941474554
2024-11-07 11:41:51.112,1,0,1950,0.0,0.0461494769725943,59171,102.752685546875,27.12222222222222,180,5,40304,48.947915,3.364657,3.633659,0,0,Vodafone,54.340758,9.94142784
2024-11-07 11:41:52.041,1,0,1950,0.0,0.0456204379562043,59583,106.9488525390625,24.866666666666667,180,5,40794,49.53841,3.821827,3.878791,0,0,Vodafone,54.340758,9.941376827
2024-11-07 11:41:53.412,1,0,1950,0.0,0.0450637825845812,60145,101.6082763671875,25.83333333333333,180,5,41322,50.175823,3.928628,3.706716,0,0,Vodafone,54.340758,9.941304164
2024-11-07 11:41:54.140,1,0,1950,0.0,0.0447237448682369,60487,110.4583740234375,23.922222222222224,180,5,41651,50.576252,4.285952,4.121769,0,0,Vodafone,54.34075814,9.94126572
2024-11-07 11:41:55.425,1,0,1950,0.0,0.0441866261811425,60978,103.668212890625,19.244444444444447,180,5,42181,51.214304,4.163355,4.167206,0,0,Vodafone,54.340759,9.9411989
2024-11-07 11:41:55.994,1,0,1950,0.0,0.0439674415458501,61305,78.9794921875,21.666666666666668,180,5,42401,51.479338,4.279876,4.021951,0,0,Vodafone,54.340759,9.941169312
2024-11-07 11:41:57.113,1,0,1950,0.0,0.0435433088448741,61646,81.9091796875,21.9,180,5,42833,52.00331,3.701702,3.87002,0,0,Vodafone,54.340761,9.941112124
2024-11-07 11:41:58.413,1,0,1950,0.0,0.0430207161294592,62255,82.1685791015625,24.5,180,5,43377,52.658423,4.216678,3.95375,0,0,Vodafone,54.340761826000005,9.94104535
2024-11-07 11:41:59.708,1,0,1950,0.0,0.0424984744137389,62775,80.6121826171875,22.15555555555556,180,5,43934,53.333006,3.780192,3.690538,0,0,Vodafone,54.340763708000004,9.940978476
2024-11-07 11:42:00.889,1,0,1950,0.0,0.0420702897456365,63245,80.1544189453125,24.566666666666663,180,5,44401,53.899333,3.333939,3.629654,0,0,Vodafone,54.340765778000005,9.940916772
2024-11-07 11:42:01.548,1,0,1950,0.0,0.0418230563002681,63570,80.963134765625,23.25555555555556,180,5,44675,54.231305,4.137223,3.813333,0,0,Vodafone,54.340767096,9.940881956
2024-11-07 11:42:02.649,1,0,1950,0.0,0.0414567255564768,63962,88.9892578125,24.08888888888889,180,5,45087,54.728765,3.655253,3.541557,0,0,Vodafone,54.340768649,9.940822954
2024-11-07 11:42:03.345,1,0,1950,0.0,0.0412122749175754,64206,85.0982666015625,21.466666666666665,180,5,45366,55.064265,3.028481,3.036,0,0,Vodafone,54.34077038,9.940786405
2024-11-07 11:42:04.518,1,0,1950,0.0,0.0407762117853707,64659,87.6922607421875,20.32222222222222,180,5,45872,55.678309,4.079238,3.953899,0,0,Vodafone,54.340773518,9.940725028000001
2024-11-07 11:42:05.384,1,0,1950,0.0,0.0405076964623278,64937,96.038818359375,18.566666666666663,180,5,46189,56.061943,3.582528,3.535922,0,0,Vodafone,54.340774768,9.940678648
2024-11-07 11:42:06.330,1,0,1950,0.0,0.0401374966552086,65516,86.5020751953125,20.98888888888889,180,5,46633,56.60136,3.473626,3.571529,0,0,Vodafone,54.340776989999995,9.9406295
2024-11-07 11:42:07.401,1,0,1950,0.0,0.0398081045217923,65819,88.775634765625,22.77777777777778,180,5,47035,57.087699,3.498048,3.785673,0,0,Vodafone,54.340779802,9.940574747
2024-11-07 11:42:08.875,1,0,1950,0.0,0.039345453078025,66408,101.806640625,26.722222222222225,180,5,47611,57.784691,3.124596,3.562591,0,0,Vodafone,54.34078275,9.9404975
2024-11-07 11:42:10.458,1,0,1950,0.0,0.0388361116090099,67019,98.541259765625,22.76666666666667,180,5,48261,58.571023,3.301629,3.451589,0,0,Vodafone,54.340784,9.940413268
2024-11-07 11:42:11.368,1,0,1950,0.0,0.0385200402978883,67506,100.9979248046875,25.544444444444444,180,5,48673,59.067455,3.403265,3.502691,0,0,Vodafone,54.340784,9.94036376
2024-11-07 11:42:12.919,1,0,1950,0.0,0.0380614057345851,68126,102.6458740234375,27.26666666666667,180,5,49283,59.803718,3.557753,4.315108,0,0,Vodafone,54.340785838,9.940280293
2024-11-07 11:42:13.583,1,0,1950,0.0,0.0378515829726109,68373,132.598876953125,26.15555555555556,180,5,49567,60.147756,3.732541,3.901301,0,0,Vodafone,54.340786,9.940243935
2024-11-07 11:42:14.949,1,0,1950,0.0,0.0374280230326295,68953,93.3685302734375,24.77777777777778,180,5,50150,60.852861,3.282564,3.204442,0,0,Vodafone,54.340786,9.940170703
2024-11-07 11:42:16.276,1,0,1950,0.0,0.0370539277163379,69460,160.94970703125,22.65555555555556,180,5,50676,61.487518,3.328564,3.383406,0,0,Vodafone,54.340788276000005,9.940098096
2024-11-07 11:42:18.666,1,0,1950,0.0,0.0364030093154367,70370,92.803955078125,31.522222222222226,180,5,51617,62.624055,3.905109,3.725036,0,0,Vodafone,54.340791,9.939968702
2024-11-07 11:42:20.036,1,0,1950,0.0,0.0360110803324099,70904,99.273681640625,25.01111111111112,180,5,52200,63.32643,3.933571,4.004718,0,0,Vodafone,54.340793036,9.939896019999999
2024-11-07 11:42:21.378,1,0,1950,0.0,0.0356418270548884,71517,76.751708984375,29.488888888888887,180,5,52761,64.004739,3.706267,3.755182,0,0,Vodafone,54.340794,9.939822588
2024-11-07 11:42:21.715,1,0,1950,0.0,0.0355625262159648,71750,71.71630859375,25.622222222222224,180,5,52883,64.152297,3.738269,3.75672,0,0,Vodafone,54.340794,9.939804389999999
2024-11-07 11:42:22.534,1,0,1950,0.0,0.0353491407439634,72038,70.7855224609375,25.53333333333333,180,5,53214,64.552126,3.130179,3.286655,0,0,Vodafone,54.340795068,9.939760697999999
2024-11-07 11:42:23.496,1,0,1950,0.0,0.0351193156235929,72440,120.66650390625,29.522222222222226,180,5,53575,64.987749,3.548313,4.817038,0,0,Vodafone,54.340796992,9.93970872
2024-11-07 11:42:24.445,1,0,1950,0.0,0.0348587772613514,72821,116.3177490234375,31.05555555555556,180,5,53990,65.489017,3.839043,4.009382,0,0,Vodafone,54.340798445,9.939657415000001
2024-11-07 11:42:25.595,1,0,1950,0.0,0.0345579243978946,73353,119.7509765625,36.577777777777776,180,5,54477,66.075337,3.598163,4.639474,0,0,Vodafone,54.340800189999996,9.93959587
2024-11-07 11:42:26.699,1,0,1950,0.0,0.0342808923579979,73772,75.3326416015625,31.322222222222223,180,5,54933,66.624698,3.211892,3.509167,0,0,Vodafone,54.340802398,9.939536953
2024-11-07 11:42:28.301,1,0,1950,0.0,0.0338918242491657,74336,81.4666748046875,31.077777777777776,180,5,55586,67.412355,4.350855,3.783628,0,0,Vodafone,54.340804602,9.939450047
2024-11-07 11:42:29.701,1,0,1950,0.0,0.0335888381707002,74836,67.3828125,31.322222222222223,180,5,56105,68.03933,3.35683,3.302612,0,0,Vodafone,54.340807402,9.939374445
2024-11-07 11:42:31.179,1,0,1950,0.0,0.033303161238536,75410,98.0072021484375,29.61111111111111,180,5,56603,68.639836,3.364094,3.456148,0,0,Vodafone,54.340811358,9.939293155
2024-11-07 11:42:32.039,1,0,1950,0.0,0.0330693438703003,75786,78.369140625,25.88888888888889,180,5,57017,69.137963,3.289881,3.329712,0,0,Vodafone,54.340813039,9.939245893999999
2024-11-07 11:42:33.107,1,0,1950,0.0,0.0328570465727572,76216,96.1456298828125,28.288888888888888,180,5,57398,69.600814,3.324461,3.736835,0,0,Vodafone,54.340814214,9.939188008
2024-11-07 11:42:34.200,1,0,1950,0.0,0.0326206965773361,76647,81.84814453125,33.12222222222222,180,5,57828,70.120288,3.745483,4.228666,0,0,Vodafone,54.340816399999994,9.939127
2024-11-07 11:42:35.056,1,0,1950,0.0,0.0324534833405452,77026,90.9423828125,27.788888888888888,180,5,58136,70.492461,3.689348,3.729873,0,0,Vodafone,54.340818055999996,9.93907992
2024-11-07 11:42:35.808,1,0,1950,0.0,0.0322858372793801,77326,97.5494384765625,28.1,180,5,58448,70.865619,3.591593,3.567894,0,0,Vodafone,54.340818808,9.93903856
2024-11-07 11:42:36.995,1,0,1950,0.0,0.0320539163310594,77761,90.9271240234375,29.655555555555555,180,5,58885,71.393396,3.676214,3.437732,0,0,Vodafone,54.34082099,9.938973275
2024-11-07 11:42:38.574,1,0,1950,0.0,0.0317011314865392,78371,88.6993408203125,29.72222222222222,180,5,59562,72.211428,3.904579,3.934441,0,0,Vodafone,54.340823574,9.938887004
2024-11-07 11:42:39.683,1,0,1950,0.0,0.0314775056901644,78815,94.3756103515625,28.566666666666663,180,5,59999,72.741932,3.98855,3.781156,0,0,Vodafone,54.340825366,9.938826435
2024-11-07 11:42:41.072,1,0,1950,0.0,0.031187524990004,79417,72.7996826171875,32.511111111111106,180,5,60575,73.437355,3.540355,3.576856,0,0,Vodafone,54.340828216,9.938750184
2024-11-07 11:42:42.027,1,0,1950,0.0,0.0309946911657182,79741,75.74462890625,32.2,180,5,60964,73.909125,4.08937,3.971003,0,0,Vodafone,54.340831054,9.938699515
2024-11-07 11:42:43.098,1,1,1954,0.00836820083682,0.030824078748107,80317,78.1097412109375,29.933333333333334,185,5,61438,74.480923,3.044671,3.110857,5,0,Vodafone,54.340833098000004,9.938640806
2024-11-07 11:42:44.642,1,3,1954,0.0,0.0305450907442434,80879,93.9483642578125,29.355555555555554,185,5,62017,75.180033,3.709331,3.957885,0,0,Vodafone,54.340835284,9.938558332
2024-11-07 11:42:45.737,1,0,1954,0.0,0.0303345494061942,81345,141.4642333984375,31.57777777777778,185,5,62461,75.7156,3.860894,4.338762,0,0,Vodafone,54.340837474,9.938498465
2024-11-07 11:42:46.482,1,0,1954,0.0,0.0301752760404601,81636,90.0726318359375,34.666666666666664,185,5,62801,76.125139,3.703982,3.601487,0,0,Vodafone,54.340838482,9.93845749
2024-11-07 11:42:47.050,1,0,1954,0.0,0.0300624634604141,81911,88.5772705078125,30.822222222222223,185,5,63044,76.416916,3.575944,3.59605,0,0,Vodafone,54.340839100000004,9.938426349999999
2024-11-07 11:42:48.023,1,0,1954,0.0,0.029873564799951,82294,98.14453125,30.700000000000003,185,5,63455,76.913743,3.216146,4.19764,0,0,Vodafone,54.340841045999994,9.938374781
2024-11-07 11:42:48.792,1,0,1954,0.0,0.0297417007869221,82538,92.8192138671875,33.855555555555554,185,5,63745,77.263724,3.185111,3.428767,0,0,Vodafone,54.340842584,9.938334024
2024-11-07 11:42:49.134,1,0,1954,0.0,0.0296861231806994,82772,88.7603759765625,32.34444444444445,185,5,63868,77.413218,3.656052,3.818446,0,0,Vodafone,54.340843133999996,9.938315764
2024-11-07 11:42:50.554,1,0,1954,0.0,0.0294476678471855,83282,85.662841796875,32.38888888888889,185,5,64401,78.057625,3.771373,3.593946,0,0,Vodafone,54.340845107999996,9.93823853
2024-11-07 11:42:51.666,1,0,1954,0.0,0.0292322422356531,83682,91.30859375,30.33333333333333,185,5,64890,78.64884,3.372406,3.285067,0,0,Vodafone,54.340847332,9.938178702
2024-11-07 11:42:52.900,1,0,1954,0.0,0.0290350381883562,84217,87.7685546875,34.93333333333333,185,5,65344,79.197468,3.817802,3.883129,0,0,Vodafone,54.3408489,9.9381115
2024-11-07 11:42:53.772,1,0,1954,0.0,0.0288579403641948,84471,93.780517578125,35.2,185,5,65757,79.693042,3.637078,4.00362,0,0,Vodafone,54.340852088,9.938065084
2024-11-07 11:42:54.802,1,0,1954,0.0,0.0286829898420527,84924,88.958740234375,35.72222222222222,185,5,66170,80.194368,3.148162,3.717031,0,0,Vodafone,54.340853802,9.938009692
2024-11-07 11:42:55.099,1,0,1954,0.0,0.0286149430337111,85240,105.7281494140625,32.64444444444444,185,5,66332,80.389936,3.232717,3.503117,0,0,Vodafone,54.340854396,9.937993752999999
2024-11-07 11:42:55.731,1,0,1954,0.0,0.0284968425965086,85516,94.4671630859375,26.122222222222224,185,5,66615,80.733541,3.288913,3.375932,0,0,Vodafone,54.340856924,9.937960257
2024-11-07 11:42:56.588,1,0,1954,0.0,0.0283566494456376,85757,88.3941650390625,22.844444444444445,185,5,66954,81.145563,3.611634,3.424332,0,0,Vodafone,54.340859763999994,9.93791366
2024-11-07 11:42:57.295,1,0,1954,0.0,0.0282414834728063,86085,77.1942138671875,26.433333333333334,185,5,67235,81.484572,3.449347,3.528876,0,0,Vodafone,54.340861884999995,9.937875365
2024-11-07 11:42:58.851,1,0,1954,0.0,0.0280075107142345,86593,74.9053955078125,24.88888888888889,185,5,67813,82.180961,4.022795,4.05536,0,0,Vodafone,54.340865702,9.937792046
2024-11-07 11:43:00.121,1,0,1954,0.0,0.0277801472888054,87139,75.8056640625,20.57777777777778,185,5,68384,82.871851,3.552996,3.554031,0,0,Vodafone,54.340871363,9.937724345
2024-11-07 11:43:00.504,1,0,1954,0.0,0.0277292917252047,87394,82.33642578125,21.866666666666667,185,5,68513,83.028161,3.93305,4.235521,0,0,Vodafone,54.340872512,9.93770328
2024-11-07 11:43:01.394,1,0,1954,0.0,0.0275871805732034,87675,93.4906005859375,20.08888888888889,185,5,68876,83.467515,3.740345,4.220698,0,0,Vodafone,54.340875575999995,9.937655118
2024-11-07 11:43:02.152,1,0,1954,0.0,0.0274588608929048,88042,85.63232421875,21.355555555555554,185,5,69207,83.868318,3.515832,3.519581,0,0,Vodafone,54.340878456,9.937614792
2024-11-07 11:43:02.790,1,0,1954,0.0,0.0273500923800459,88371,79.65087890625,24.03333333333333,185,5,69490,84.211671,3.360561,3.646339,0,0,Vodafone,54.34088037,9.93758034
2024-11-07 11:43:04.211,1,0,1954,0.0,0.0271287156205311,88827,83.0841064453125,17.455555555555556,185,5,70073,84.91502,3.998345,4.074625,0,0,Vodafone,54.340887054999996,9.937506606000001
2024-11-07 11:43:05.015,1,0,1954,0.0,0.0270068553737284,89139,85.0067138671875,17.933333333333334,185,5,70398,85.307098,4.358739,4.204836,0,0,Vodafone,54.340891075,9.937463205
2024-11-07 11:43:05.826,1,0,1954,0.0,0.026884975233902,89482,84.5489501953125,17.288888888888888,185,5,70726,85.70362,4.006567,4.474675,0,0,Vodafone,54.34089513,9.937420222
2024-11-07 11:43:06.368,1,0,1954,0.0,0.0267931824102894,89736,173.004150390625,20.7,185,5,70975,86.004483,3.358796,3.51538,0,0,Vodafone,54.340897104,9.937391496
2024-11-07 11:43:06.836,1,0,1954,0.0,0.0267488021902806,89958,88.2110595703125,20.1,185,5,71096,86.151334,4.316874,4.346523,0,0,Vodafone,54.340898508,9.937366692
2024-11-07 11:43:07.502,1,0,1954,0.0,0.0266306866192384,90276,75.8209228515625,21.044444444444444,185,5,71420,86.543283,4.362171,4.060996,0,0,Vodafone,54.34090151,9.937331896
